ALUMNO_ID,Cod.Asign,Asignatura,Cod.Car.Sec,Cod.Curso,Convocatoria,Anho,Semestre,Doc.Firma,Aprobado,Anho.Firma,Primer.Par,Segundo.Par,Tercer.Par,TPLab.,Lab.,Proy.,Pond.PP,Pond.SP,Pond.TPLab,Pond.Lab,Pond.Proy,Asis,Requisito,Firma,Primer.Rec,Segundo.Rec,Nota.Final,FirmaCalculada,Carrera_Nombre,Target,Primer_Par_Clean,Segundo_Par_Clean,Ciclo
FIUNA_ALUMNO_005493,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,0,N,0,5,10,0,20,80,0,40,40,10,10,0,1,0,0.0,0,0,,,Ing. Electromecánica,0,5,10,2024-2
FIUNA_ALUMNO_007517,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,0,N,0,5,10,0,20,80,0,40,40,10,10,0,1,0,0.0,0,0,,,Ing. Electromecánica,0,5,10,2024-2
FIUNA_ALUMNO_005531,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,50,50,0,20,100,0,40,40,10,10,0,1,1,52.0,0,0,2F-1,,Ing. Civil,0,50,50,2024-2
FIUNA_ALUMNO_007525,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,50,50,0,20,100,0,40,40,10,10,0,1,1,52.0,0,0,2F-1,,Ing. Civil,0,50,50,2024-2
FIUNA_ALUMNO_006819,13012,FISICA 3,MCT-PLS13 ,3,2,2024,2,0,N,0,23,45,0,60,100,0,40,40,10,10,0,1,1,0.0,0,0,,,Ing. Mecatrónica,0,23,45,2024-2
FIUNA_ALUMNO_008841,13012,FISICA 3,MCT-PLS13 ,3,2,2024,2,0,N,0,23,45,0,60,100,0,40,40,10,10,0,1,1,0.0,0,0,,,Ing. Mecatrónica,0,23,45,2024-2
FIUNA_ALUMNO_004581,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37614,N,2024,8,70,0,50,100,0,40,40,10,10,0,2,1,64.0,52,0,2F-1,,Ing. Civil,0,8,70,2024-2
FIUNA_ALUMNO_004826,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37614,N,2024,8,70,0,50,100,0,40,40,10,10,0,2,1,64.0,52,0,2F-1,,Ing. Civil,0,8,70,2024-2
FIUNA_ALUMNO_006839,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,37286,S,2024,70,48,0,30,90,0,40,40,10,10,0,1,1,62.0,56,0,2F-2,,Ing. Geográfica,1,70,48,2024-2
FIUNA_ALUMNO_008853,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,37286,S,2024,70,48,0,30,90,0,40,40,10,10,0,1,1,62.0,56,0,2F-2,,Ing. Geográfica,1,70,48,2024-2
FIUNA_ALUMNO_006845,13012,FISICA 3,IND-PLS13 ,3,2,2024,2,0,N,0,0,40,0,30,100,0,40,40,10,10,0,1,1,0.0,24,0,,,Ing. Industrial,0,0,40,2024-2
FIUNA_ALUMNO_009459,13012,FISICA 3,IND-PLS13 ,3,2,2024,2,0,N,0,0,40,0,30,100,0,40,40,10,10,0,1,1,0.0,24,0,,,Ing. Industrial,0,0,40,2024-2
FIUNA_ALUMNO_006031,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,45,53,0,50,90,0,40,40,10,10,0,1,1,53.0,0,0,1F-2,,Ing. Civil,0,45,53,2024-2
FIUNA_ALUMNO_007861,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,45,53,0,50,90,0,40,40,10,10,0,1,1,53.0,0,0,1F-2,,Ing. Civil,0,45,53,2024-2
FIUNA_ALUMNO_011224,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,5,15,0,40,100,0,40,40,10,10,0,1,1,0.0,0,0,,,Ing. Civil,0,5,15,2024-2
FIUNA_ALUMNO_011707,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,5,15,0,40,100,0,40,40,10,10,0,1,1,0.0,0,0,,,Ing. Civil,0,5,15,2024-2
FIUNA_ALUMNO_006429,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,0,N,0,0,15,0,0,100,0,40,40,10,10,0,1,0,0.0,0,0,,,Ing. Geográfica,0,0,15,2024-2
FIUNA_ALUMNO_006854,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,0,N,0,0,15,0,0,100,0,40,40,10,10,0,1,0,0.0,0,0,,,Ing. Geográfica,0,0,15,2024-2
FIUNA_ALUMNO_005041,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,30,60,0,70,100,0,40,40,10,10,0,1,1,53.0,0,0,2F-1,,Ing. Civil,0,30,60,2024-2
FIUNA_ALUMNO_008780,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,30,60,0,70,100,0,40,40,10,10,0,1,1,53.0,0,0,2F-1,,Ing. Civil,0,30,60,2024-2
FIUNA_ALUMNO_006474,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,48,65,0,50,90,0,40,40,10,10,0,1,1,59.0,0,0,1F-2,,Ing. Civil,0,48,65,2024-2
FIUNA_ALUMNO_006924,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,48,65,0,50,90,0,40,40,10,10,0,1,1,59.0,0,0,1F-2,,Ing. Civil,0,48,65,2024-2
FIUNA_ALUMNO_009672,13012,FISICA 3,ECA-PLS13 ,3,2,2024,2,36607,N,2024,45,25,0,70,80,0,40,40,10,10,0,1,1,35.0,0,0,"1F-1,2F-1",,Ing. Electrónica,0,45,25,2024-2
FIUNA_ALUMNO_009859,13012,FISICA 3,ECA-PLS13 ,3,2,2024,2,36607,N,2024,45,25,0,70,80,0,40,40,10,10,0,1,1,35.0,0,0,"1F-1,2F-1",,Ing. Electrónica,0,45,25,2024-2
FIUNA_ALUMNO_008936,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,13,18,0,30,100,0,40,40,10,10,0,1,1,0.0,0,0,,,Ing. Civil,0,13,18,2024-2
FIUNA_ALUMNO_010194,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,13,18,0,30,100,0,40,40,10,10,0,1,1,0.0,0,0,,,Ing. Civil,0,13,18,2024-2
FIUNA_ALUMNO_006964,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,37286,S,2024,43,75,0,50,80,0,40,40,10,10,0,2,1,60.0,38,0,2F-2,,Ing. Electromecánica,1,43,75,2024-2
FIUNA_ALUMNO_009504,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,37286,S,2024,43,75,0,50,80,0,40,40,10,10,0,2,1,60.0,38,0,2F-2,,Ing. Electromecánica,1,43,75,2024-2
FIUNA_ALUMNO_006496,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,0,N,0,35,35,0,40,80,0,40,40,10,10,0,1,1,0.0,0,0,,,Ing. Electromecánica,0,35,35,2024-2
FIUNA_ALUMNO_006971,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,0,N,0,35,35,0,40,80,0,40,40,10,10,0,1,1,0.0,0,0,,,Ing. Electromecánica,0,35,35,2024-2
FIUNA_ALUMNO_009681,13012,FISICA 3,MCT-PLS13 ,3,2,2024,2,0,N,0,0,0,0,20,100,0,40,40,10,10,0,1,1,0.0,0,0,,,Ing. Mecatrónica,0,0,0,2024-2
FIUNA_ALUMNO_009870,13012,FISICA 3,MCT-PLS13 ,3,2,2024,2,0,N,0,0,0,0,20,100,0,40,40,10,10,0,1,1,0.0,0,0,,,Ing. Mecatrónica,0,0,0,2024-2
FIUNA_ALUMNO_009689,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37614,N,2024,20,55,0,60,100,0,40,40,10,10,0,1,1,57.0,48,0,2F-1,,Ing. Civil,0,20,55,2024-2
FIUNA_ALUMNO_010201,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37614,N,2024,20,55,0,60,100,0,40,40,10,10,0,1,1,57.0,48,0,2F-1,,Ing. Civil,0,20,55,2024-2
FIUNA_ALUMNO_005692,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,0,N,0,33,20,0,40,100,0,40,40,10,10,0,1,1,0.0,40,0,,,Ing. Geográfica,0,33,20,2024-2
FIUNA_ALUMNO_007001,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,0,N,0,33,20,0,40,100,0,40,40,10,10,0,1,1,0.0,40,0,,,Ing. Geográfica,0,33,20,2024-2
FIUNA_ALUMNO_008979,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,70,75,0,70,100,0,40,40,10,10,0,1,1,75.0,0,0,1F-3,,Ing. Civil,0,70,75,2024-2
FIUNA_ALUMNO_010308,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,70,75,0,70,100,0,40,40,10,10,0,1,1,75.0,0,0,1F-3,,Ing. Civil,0,70,75,2024-2
FIUNA_ALUMNO_007020,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,0,0,0,20,0,0,40,40,10,10,0,2,0,0.0,0,0,,,Ing. Civil,0,0,0,2024-2
FIUNA_ALUMNO_009403,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,0,0,0,20,0,0,40,40,10,10,0,2,0,0.0,0,0,,,Ing. Civil,0,0,0,2024-2
FIUNA_ALUMNO_007029,13012,FISICA 3,MCT-PLS13 ,3,2,2024,2,37286,N,2024,55,70,0,70,100,0,40,40,10,10,0,1,1,67.0,0,0,1F-2,,Ing. Mecatrónica,0,55,70,2024-2
FIUNA_ALUMNO_008998,13012,FISICA 3,MCT-PLS13 ,3,2,2024,2,37286,N,2024,55,70,0,70,100,0,40,40,10,10,0,1,1,67.0,0,0,1F-2,,Ing. Mecatrónica,0,55,70,2024-2
FIUNA_ALUMNO_009016,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,0,N,0,45,0,0,0,100,0,40,40,10,10,0,1,1,0.0,0,0,,,Ing. Geográfica,0,45,0,2024-2
FIUNA_ALUMNO_010284,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,0,N,0,45,0,0,0,100,0,40,40,10,10,0,1,1,0.0,0,0,,,Ing. Geográfica,0,45,0,2024-2
FIUNA_ALUMNO_006752,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,0,N,0,18,60,0,60,100,0,40,40,10,10,0,1,1,0.0,18,0,,,Ing. Geográfica,0,18,60,2024-2
FIUNA_ALUMNO_007052,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,0,N,0,18,60,0,60,100,0,40,40,10,10,0,1,1,0.0,18,0,,,Ing. Geográfica,0,18,60,2024-2
FIUNA_ALUMNO_009920,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,8,35,0,70,100,0,40,40,10,10,0,1,1,0.0,12,0,,,Ing. Civil,0,8,35,2024-2
FIUNA_ALUMNO_010776,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,8,35,0,70,100,0,40,40,10,10,0,1,1,0.0,12,0,,,Ing. Civil,0,8,35,2024-2
FIUNA_ALUMNO_011057,13012,FISICA 3,IND-PLS13 ,3,2,2024,2,0,N,0,0,0,0,0,0,0,40,40,10,10,0,2,0,0.0,0,0,,,Ing. Industrial,0,0,0,2024-2
FIUNA_ALUMNO_011577,13012,FISICA 3,IND-PLS13 ,3,2,2024,2,0,N,0,0,0,0,0,0,0,40,40,10,10,0,2,0,0.0,0,0,,,Ing. Industrial,0,0,0,2024-2
FIUNA_ALUMNO_011058,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,0,0,0,0,100,0,40,40,10,10,0,0,0,0.0,0,0,,,Ing. Civil,0,0,0,2024-2
FIUNA_ALUMNO_011671,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,0,0,0,0,100,0,40,40,10,10,0,0,0,0.0,0,0,,,Ing. Civil,0,0,0,2024-2
FIUNA_ALUMNO_011209,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,50,55,0,60,90,0,40,40,10,10,0,1,1,57.0,0,0,1F-2,,Ing. Civil,0,50,55,2024-2
FIUNA_ALUMNO_011718,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,50,55,0,60,90,0,40,40,10,10,0,1,1,57.0,0,0,1F-2,,Ing. Civil,0,50,55,2024-2
FIUNA_ALUMNO_011226,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,38,20,0,30,90,0,40,40,10,10,0,1,1,0.0,32,0,,,Ing. Civil,0,38,20,2024-2
FIUNA_ALUMNO_011719,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,38,20,0,30,90,0,40,40,10,10,0,1,1,0.0,32,0,,,Ing. Civil,0,38,20,2024-2
FIUNA_ALUMNO_009710,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,S,2024,53,55,0,40,100,0,40,40,10,10,0,1,1,57.0,0,0,"1F-1,2F-2",,Ing. Civil,1,53,55,2024-2
FIUNA_ALUMNO_009931,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,S,2024,53,55,0,40,100,0,40,40,10,10,0,1,1,57.0,0,0,"1F-1,2F-2",,Ing. Civil,1,53,55,2024-2
FIUNA_ALUMNO_009049,13012,FISICA 3,IND-PLS13 ,3,2,2024,2,37286,N,2024,25,63,0,50,100,0,40,40,10,10,0,1,1,63.0,58,0,2F-1,,Ing. Industrial,0,25,63,2024-2
FIUNA_ALUMNO_010366,13012,FISICA 3,IND-PLS13 ,3,2,2024,2,37286,N,2024,25,63,0,50,100,0,40,40,10,10,0,1,1,63.0,58,0,2F-1,,Ing. Industrial,0,25,63,2024-2
FIUNA_ALUMNO_006557,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,0,N,0,18,43,0,40,100,0,40,40,10,10,0,1,1,0.0,34,0,,,Ing. Electromecánica,0,18,43,2024-2
FIUNA_ALUMNO_007397,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,0,N,0,18,43,0,40,100,0,40,40,10,10,0,1,1,0.0,34,0,,,Ing. Electromecánica,0,18,43,2024-2
FIUNA_ALUMNO_007080,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,S,2024,30,80,0,50,100,0,40,40,10,10,0,1,1,73.0,66,0,2F-3,,Ing. Civil,1,30,80,2024-2
FIUNA_ALUMNO_009058,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,S,2024,30,80,0,50,100,0,40,40,10,10,0,1,1,73.0,66,0,2F-3,,Ing. Civil,1,30,80,2024-2
FIUNA_ALUMNO_006563,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,0,N,0,15,0,0,10,90,0,40,40,10,10,0,2,0,0.0,0,0,,,Ing. Electromecánica,0,15,0,2024-2
FIUNA_ALUMNO_007480,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,0,N,0,15,0,0,10,90,0,40,40,10,10,0,2,0,0.0,0,0,,,Ing. Electromecánica,0,15,0,2024-2
FIUNA_ALUMNO_009066,13012,FISICA 3,ECA-PLS13 ,3,2,2024,2,0,N,0,8,18,0,40,100,0,40,40,10,10,0,1,1,0.0,0,0,,,Ing. Electrónica,0,8,18,2024-2
FIUNA_ALUMNO_010212,13012,FISICA 3,ECA-PLS13 ,3,2,2024,2,0,N,0,8,18,0,40,100,0,40,40,10,10,0,1,1,0.0,0,0,,,Ing. Electrónica,0,8,18,2024-2
FIUNA_ALUMNO_010906,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,78,68,0,80,100,0,40,40,10,10,0,1,1,76.0,0,0,1F-3,,Ing. Civil,0,78,68,2024-2
FIUNA_ALUMNO_011284,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,78,68,0,80,100,0,40,40,10,10,0,1,1,76.0,0,0,1F-3,,Ing. Civil,0,78,68,2024-2
FIUNA_ALUMNO_009953,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,0,N,0,15,30,0,50,80,0,40,40,10,10,0,1,1,0.0,58,0,,,Ing. Electromecánica,0,15,30,2024-2
FIUNA_ALUMNO_010606,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,0,N,0,15,30,0,50,80,0,40,40,10,10,0,1,1,0.0,58,0,,,Ing. Electromecánica,0,15,30,2024-2
FIUNA_ALUMNO_009073,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,37614,N,2024,25,28,0,60,100,0,40,40,10,10,0,1,1,56.0,72,0,2F-1,,Ing. Electromecánica,0,25,28,2024-2
FIUNA_ALUMNO_009955,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,37614,N,2024,25,28,0,60,100,0,40,40,10,10,0,1,1,56.0,72,0,2F-1,,Ing. Electromecánica,0,25,28,2024-2
FIUNA_ALUMNO_007101,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,37286,N,2024,40,43,0,70,100,0,40,40,10,10,0,1,1,50.0,0,0,"1F-1,2F-1",,Ing. Geográfica,0,40,43,2024-2
FIUNA_ALUMNO_009074,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,37286,N,2024,40,43,0,70,100,0,40,40,10,10,0,1,1,50.0,0,0,"1F-1,2F-1",,Ing. Geográfica,0,40,43,2024-2
FIUNA_ALUMNO_005098,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,0,28,0,70,100,0,40,40,10,10,0,1,1,0.0,0,0,,,Ing. Civil,0,0,28,2024-2
FIUNA_ALUMNO_008625,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,0,28,0,70,100,0,40,40,10,10,0,1,1,0.0,0,0,,,Ing. Civil,0,0,28,2024-2
FIUNA_ALUMNO_007127,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,33,63,0,70,90,0,40,40,10,10,0,1,1,54.0,32,0,2F-1,,Ing. Civil,0,33,63,2024-2
FIUNA_ALUMNO_009101,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,33,63,0,70,90,0,40,40,10,10,0,1,1,54.0,32,0,2F-1,,Ing. Civil,0,33,63,2024-2
FIUNA_ALUMNO_011080,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,45,78,0,50,100,0,40,40,10,10,0,1,1,64.0,0,0,1F-2,,Ing. Civil,0,45,78,2024-2
FIUNA_ALUMNO_011586,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,45,78,0,50,100,0,40,40,10,10,0,1,1,64.0,0,0,1F-2,,Ing. Civil,0,45,78,2024-2
FIUNA_ALUMNO_009104,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,23,20,0,30,100,0,40,40,10,10,0,1,1,0.0,28,0,,,Ing. Civil,0,23,20,2024-2
FIUNA_ALUMNO_010218,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,23,20,0,30,100,0,40,40,10,10,0,1,1,0.0,28,0,,,Ing. Civil,0,23,20,2024-2
FIUNA_ALUMNO_009106,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,48,48,0,70,100,0,40,40,10,10,0,1,1,55.0,0,0,,,Ing. Civil,0,48,48,2024-2
FIUNA_ALUMNO_009974,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,48,48,0,70,100,0,40,40,10,10,0,1,1,55.0,0,0,,,Ing. Civil,0,48,48,2024-2
FIUNA_ALUMNO_010622,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,53,55,0,50,90,0,40,40,10,10,0,1,1,57.0,20,0,2F-1,,Ing. Civil,0,53,55,2024-2
FIUNA_ALUMNO_011726,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,53,55,0,50,90,0,40,40,10,10,0,1,1,57.0,20,0,2F-1,,Ing. Civil,0,53,55,2024-2
FIUNA_ALUMNO_010923,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37614,N,2024,38,43,0,50,100,0,40,40,10,10,0,1,1,58.0,64,0,2F-1,,Ing. Civil,0,38,43,2024-2
FIUNA_ALUMNO_011696,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37614,N,2024,38,43,0,50,100,0,40,40,10,10,0,1,1,58.0,64,0,2F-1,,Ing. Civil,0,38,43,2024-2
FIUNA_ALUMNO_010624,13012,FISICA 3,IND-PLS13 ,3,2,2024,2,0,N,0,33,25,0,100,100,0,40,40,10,10,0,1,1,0.0,36,0,,,Ing. Industrial,0,33,25,2024-2
FIUNA_ALUMNO_011854,13012,FISICA 3,IND-PLS13 ,3,2,2024,2,0,N,0,33,25,0,100,100,0,40,40,10,10,0,1,1,0.0,36,0,,,Ing. Industrial,0,33,25,2024-2
FIUNA_ALUMNO_009725,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37614,N,2024,25,45,0,40,100,0,40,40,10,10,0,1,1,54.0,56,0,2F-1,,Ing. Civil,0,25,45,2024-2
FIUNA_ALUMNO_009980,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37614,N,2024,25,45,0,40,100,0,40,40,10,10,0,1,1,54.0,56,0,2F-1,,Ing. Civil,0,25,45,2024-2
FIUNA_ALUMNO_009113,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,0,N,0,0,0,0,0,100,0,40,40,10,10,0,0,0,0.0,0,0,,,Ing. Geográfica,0,0,0,2024-2
FIUNA_ALUMNO_010220,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,0,N,0,0,0,0,0,100,0,40,40,10,10,0,0,0,0.0,0,0,,,Ing. Geográfica,0,0,0,2024-2
FIUNA_ALUMNO_007148,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,28,40,0,50,80,0,40,40,10,10,0,1,1,0.0,34,0,,,Ing. Civil,0,28,40,2024-2
FIUNA_ALUMNO_009576,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,28,40,0,50,80,0,40,40,10,10,0,1,1,0.0,34,0,,,Ing. Civil,0,28,40,2024-2
FIUNA_ALUMNO_010928,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,0,N,0,38,38,0,30,100,0,40,40,10,10,0,1,1,0.0,44,0,,,Ing. Electromecánica,0,38,38,2024-2
FIUNA_ALUMNO_011588,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,0,N,0,38,38,0,30,100,0,40,40,10,10,0,1,1,0.0,44,0,,,Ing. Electromecánica,0,38,38,2024-2
FIUNA_ALUMNO_011233,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,3,30,0,50,100,0,40,40,10,10,0,1,1,0.0,20,0,,,Ing. Civil,0,3,30,2024-2
FIUNA_ALUMNO_011732,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,3,30,0,50,100,0,40,40,10,10,0,1,1,0.0,20,0,,,Ing. Civil,0,3,30,2024-2
FIUNA_ALUMNO_010932,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37614,N,2024,28,35,0,40,90,0,40,40,10,10,0,1,1,52.0,62,0,2F-1,,Ing. Civil,0,28,35,2024-2
FIUNA_ALUMNO_011734,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37614,N,2024,28,35,0,40,90,0,40,40,10,10,0,1,1,52.0,62,0,2F-1,,Ing. Civil,0,28,35,2024-2
FIUNA_ALUMNO_004641,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,0,N,0,5,0,0,20,80,0,40,40,10,10,0,1,0,0.0,0,0,,,Ing. Geográfica,0,5,0,2024-2
FIUNA_ALUMNO_004839,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,0,N,0,5,0,0,20,80,0,40,40,10,10,0,1,0,0.0,0,0,,,Ing. Geográfica,0,5,0,2024-2
FIUNA_ALUMNO_011089,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,S,2024,48,80,0,50,100,0,40,40,10,10,0,1,1,69.0,54,0,2F-2,,Ing. Civil,1,48,80,2024-2
FIUNA_ALUMNO_011309,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,S,2024,48,80,0,50,100,0,40,40,10,10,0,1,1,69.0,54,0,2F-2,,Ing. Civil,1,48,80,2024-2
FIUNA_ALUMNO_007177,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,37614,S,2024,33,43,0,60,80,0,40,40,10,10,0,1,1,52.0,52,0,2F-2,,Ing. Geográfica,1,33,43,2024-2
FIUNA_ALUMNO_009145,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,37614,S,2024,33,43,0,60,80,0,40,40,10,10,0,1,1,52.0,52,0,2F-2,,Ing. Geográfica,1,33,43,2024-2
FIUNA_ALUMNO_011093,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,0,N,0,43,20,0,40,90,0,40,40,10,10,0,1,1,0.0,0,0,,,Ing. Electromecánica,0,43,20,2024-2
FIUNA_ALUMNO_011315,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,0,N,0,43,20,0,40,90,0,40,40,10,10,0,1,1,0.0,0,0,,,Ing. Electromecánica,0,43,20,2024-2
FIUNA_ALUMNO_009733,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,20,50,0,50,100,0,40,40,10,10,0,1,1,0.0,24,0,,,Ing. Civil,0,20,50,2024-2
FIUNA_ALUMNO_010228,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,20,50,0,50,100,0,40,40,10,10,0,1,1,0.0,24,0,,,Ing. Civil,0,20,50,2024-2
FIUNA_ALUMNO_006613,13012,FISICA 3,MEC-PLS13 ,3,2,2024,2,0,N,0,48,45,0,10,100,0,40,40,10,10,0,1,1,0.0,0,0,,,Ing. Mecánica,0,48,45,2024-2
FIUNA_ALUMNO_007439,13012,FISICA 3,MEC-PLS13 ,3,2,2024,2,0,N,0,48,45,0,10,100,0,40,40,10,10,0,1,1,0.0,0,0,,,Ing. Mecánica,0,48,45,2024-2
FIUNA_ALUMNO_011331,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,85,73,0,50,90,0,40,40,10,10,0,1,1,77.0,0,0,1F-3,,Ing. Civil,0,85,73,2024-2
FIUNA_ALUMNO_012017,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,85,73,0,50,90,0,40,40,10,10,0,1,1,77.0,0,0,1F-3,,Ing. Civil,0,85,73,2024-2
FIUNA_ALUMNO_009174,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,37286,S,2024,23,73,0,60,100,0,40,40,10,10,0,1,1,74.0,72,0,2F-3,,Ing. Electromecánica,1,23,73,2024-2
FIUNA_ALUMNO_010296,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,37286,S,2024,23,73,0,60,100,0,40,40,10,10,0,1,1,74.0,72,0,2F-3,,Ing. Electromecánica,1,23,73,2024-2
FIUNA_ALUMNO_011338,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,S,2024,43,53,0,50,100,0,40,40,10,10,0,1,1,53.0,0,0,2F-5,,Ing. Civil,1,43,53,2024-2
FIUNA_ALUMNO_011941,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,S,2024,43,53,0,50,100,0,40,40,10,10,0,1,1,53.0,0,0,2F-5,,Ing. Civil,1,43,53,2024-2
FIUNA_ALUMNO_010956,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,S,2024,65,50,0,60,100,0,40,40,10,10,0,1,1,62.0,0,0,"1F-1,2F-2",,Ing. Civil,1,65,50,2024-2
